source,target,weight
and,that,1.389875531196594
that,and,0.676684558391571
for,and,1.217455029487610
and,for,1.014455914497375
with,and,0.672874689102173
and,you,1.215285062789917
and,are,1.203289747238159
that,you,0.827078878879547
are,and,0.906885087490082
and,with,0.977047562599182
you,that,1.192188382148743
and,not,0.990942120552063
this,and,0.861229479312897
and,this,0.878320038318634
you,and,0.852877080440521
and,have,1.220999121665955
have,and,0.848519921302795
that,not,0.674399256706238
that,are,0.818915307521820
for,that,1.701810956001282
you,have,1.047332048416138
and,they,0.957589149475098
that,for,0.690401971340179
was,and,0.771056532859802
that,have,0.830967664718628
that,was,0.664665341377258
not,that,1.218525528907776
from,and,1.013336420059204
and,was,0.976639270782471
that,this,0.597752749919891
you,are,1.032141447067261
you,can,0.956312298774719
have,that,1.186097860336304
this,that,1.203863620758057
that,they,0.651700377464294
not,and,0.871718287467957
and,from,1.193997859954834
they,and,1.016038417816162
are,that,1.267683029174805
and,can,1.114886641502380
for,you,1.488036394119263
with,that,0.940573334693909
and,all,1.373368024826050
and,will,1.371512055397034
but,that,0.837044894695282
you,your,0.931104958057404
that,with,0.664943099021912
was,that,1.077816128730774
all,and,0.839959681034088
for,this,1.075445175170898
that,can,0.758751451969147
and,but,0.973718523979187
can,and,0.830563664436340
they,are,1.229597330093384
are,you,1.108441948890686
you,for,0.870166182518005
have,for,0.865720808506012
and,other,0.984207451343536
and,there,1.153462409973145
that,would,0.918898522853851
there,are,0.831845223903656
are,not,0.903822422027588
this,for,0.878687918186188
have,been,0.827751517295837
but,and,0.598811745643616
are,for,0.925269007682800
that,will,0.933401346206665
one,and,0.766212344169617
and,what,1.525232195854187
and,one,1.060713887214661
will,and,0.814077556133270
this,you,1.052639245986938
what,you,0.781890571117401
that,there,0.785004556179047
about,and,0.764727473258972
you,this,0.753393352031708
that,but,0.662677466869354
has,and,0.994793176651001
your,you,0.966188728809357
and,would,1.350202202796936
have,you,1.037105083465576
not,you,1.065459251403809
not,but,0.853674173355103
there,that,0.960833728313446
but,not,0.596789479255676
this,not,0.858321011066437
not,for,0.889389336109161
there,and,0.687368690967560
you,not,0.849996864795685
more,than,1.100326538085938
they,that,1.420262217521667
with,you,0.822422325611115
with,for,0.686514973640442
have,with,0.833797037601471
and,has,1.111708879470825
their,and,0.819968461990356
they,have,1.247693896293640
were,and,0.947484076023102
and,their,0.759196102619171
and,were,0.887714445590973
from,that,1.416485548019409
for,are,1.473349094390869
for,with,1.196330428123474
for,have,1.495033264160156
that,has,0.756588637828827
your,and,0.790498912334442
you,with,0.838078498840332
and,them,0.990635871887207
that,all,0.934664487838745
can,you,1.015157938003540
for,not,1.213343501091003
can,that,1.160997748374939
have,this,0.749544501304626
and,then,1.139620661735535
out,and,0.711407363414764
and,some,0.853859722614288
what,and,0.639713227748871
one,that,1.071044683456421
has,been,0.970444619655609
not,have,1.070468902587891
all,that,1.174131870269775
with,this,0.594387352466583
not,this,0.770036876201630
which,and,1.135821342468262
that,one,0.721883356571198
and,about,1.160426855087280
that,from,0.812591493129730
and,which,1.086894273757935
would,have,1.180945038795471
but,you,0.731898725032806
for,but,1.192254304885864
would,and,0.961682617664337
does,not,1.064525127410889
and,your,1.085499525070190
and,also,0.780773282051086
that,what,1.038017630577087
and,more,0.712128043174744
are,they,0.873401701450348
some,and,1.125528812408447
would,that,1.344281435012817
and,out,1.100292921066284
and,any,1.098512291908264
think,that,1.392572045326233
about,that,1.068969130516052
was,for,0.786687016487122
between,and,0.943403303623199
people,and,0.926119923591614
this,was,0.845932364463806
and,who,1.187230348587036
are,with,0.891149342060089
they,were,0.907122492790222
more,and,1.309886693954468
who,and,0.829346239566803
and,when,0.965245306491852
and,his,0.951367497444153
that,were,0.604146242141724
this,have,1.057588696479797
them,and,1.111703038215637
had,and,0.736962735652924
this,but,0.843402445316315
what,that,0.894218802452087
this,with,0.846285939216614
his,and,0.806586861610413
like,and,0.879440844058990
you,don,1.054694056510925
you,will,1.176437020301819
have,not,0.845654428005219
and,people,0.916490495204926
been,and,1.158479332923889
that,some,0.581106007099152
but,for,0.610950589179993
and,had,0.799895107746124
you,get,0.829568982124329
other,and,0.977963805198669
was,not,0.768452644348145
you,want,0.928825139999390
are,this,0.801101565361023
for,all,1.681598901748657
you,know,1.076191902160645
both,and,1.261069178581238
can,for,0.847400426864624
and,like,1.378744721412659
that,had,0.544379651546478
and,don,1.229581952095032
and,get,0.967127084732056
that,people,0.623730063438416
know,that,1.143328189849854
what,are,0.774173080921173
use,and,1.337398052215576
not,are,1.054942846298218
not,with,0.856592774391174
and,only,0.787943661212921
and,use,0.997012317180634
but,have,0.735339999198914
some,that,1.573312640190125
will,you,0.995007753372192
have,but,0.830956041812897
also,and,0.798009276390076
will,that,1.137952685356140
when,and,0.967292487621307
this,are,1.042249441146851
for,was,1.195830702781677
there,for,0.701302826404572
for,from,1.461971759796143
that,your,0.738751590251923
out,that,0.994435906410217
and,just,1.075594067573547
you,what,1.308292865753174
they,not,1.012607097625732
any,that,0.993954598903656
and,how,1.093630313873291
has,that,1.390565037727356
for,they,1.172504901885986
from,for,1.033878445625305
just,and,0.716134607791901
for,can,1.365105390548706
with,have,0.826289236545563
time,and,0.741304159164429
all,are,1.016508936882019
say,that,1.585277795791626
get,and,0.757243633270264
two,and,1.072147846221924
into,and,1.020252108573914
your,that,1.104993462562561
for,one,1.298774361610413
but,this,0.528963387012482
and,these,0.954268515110016
but,are,0.724674582481384
will,for,0.830580174922943
don,know,0.973105132579803
are,have,1.113653659820557
only,and,0.829375743865967
that,only,0.536245763301849
these,are,1.280116796493530
any,and,0.711063027381897
would,you,1.175418257713318
that,about,0.789744377136230
can,this,0.733682692050934
they,for,1.036635041236877
with,are,0.814304709434509
with,but,0.658946514129639
can,with,0.816152274608612
was,with,0.757677674293518
that,any,0.747607529163361
this,will,1.187958002090454
from,you,1.238552451133728
also,that,1.115491986274719
when,you,1.182275056838989
this,can,0.965677618980408
like,that,1.229320287704468
you,about,0.995375096797943
new,and,0.906891703605652
that,more,0.484648555517197
these,and,1.057783484458923
don,have,0.947009682655334
from,this,0.895135998725891
with,not,0.670602321624756
you,but,0.835223019123077
that,don,0.836808919906616
but,they,0.576702713966370
how,you,1.261079549789429
have,they,0.817191421985626
than,and,0.994052290916443
about,this,0.675525963306427
that,when,0.656910836696625
not,they,0.839533269405365
for,will,1.679326415061951
for,any,1.345055937767029
have,any,0.937453031539917
