source,target,weight
and,that,0.001452186610550
that,and,0.000846593640745
for,and,0.001498087542132
and,for,0.001273180125281
with,and,0.000688227184583
and,you,0.001036724192090
and,are,0.000593747012317
that,you,0.000556175655220
are,and,0.000384829792893
and,with,0.000748355174437
you,that,0.000709240383003
and,not,0.000614103802945
this,and,0.000504500872921
and,this,0.000702935212757
you,and,0.000770721235313
and,have,0.000701524375472
have,and,0.000694200163707
that,not,0.000329450733261
that,are,0.000318529870128
for,that,0.001378584303893
you,have,0.000342620827723
and,they,0.000581738364417
that,for,0.000683028076310
was,and,0.000318683654768
that,have,0.000376349635189
that,was,0.000380285549909
not,that,0.000535386439878
from,and,0.000494682113640
and,was,0.000708860927261
that,this,0.000377106509404
you,are,0.000289982912363
you,can,0.000240501845838
have,that,0.000638823432382
this,that,0.000464256707346
that,they,0.000312087533530
not,and,0.000581796513870
and,from,0.000670916575473
they,and,0.000466609519208
are,that,0.000354131800123
and,can,0.000492433318868
for,you,0.000984179321676
with,that,0.000633327232208
and,all,0.000429174076999
and,will,0.000328641064698
but,that,0.000313596188789
you,your,0.000152893451741
that,with,0.000401473196689
was,that,0.000293262186460
all,and,0.000274530233582
for,this,0.000667307700496
that,can,0.000264177710051
and,but,0.000712581793778
can,and,0.000344468455296
they,are,0.000175561290234
are,you,0.000252816797001
you,for,0.000621814338956
have,for,0.000560077663977
and,other,0.000346687971614
and,there,0.000480383198010
that,would,0.000338249868946
there,are,0.000108656036900
are,not,0.000149756000610
this,for,0.000407029176131
have,been,0.000122761543025
but,and,0.000340780243278
are,for,0.000310479052132
that,will,0.000176307425136
one,and,0.000167182006408
and,what,0.000557830149774
and,one,0.000220762012759
will,and,0.000365526386304
this,you,0.000331435585395
what,you,0.000181710463949
that,there,0.000257713138126
about,and,0.000160219700774
you,this,0.000343309831806
that,but,0.000382281636121
has,and,0.000201719216420
your,you,0.000139973155456
and,would,0.000630505499430
have,you,0.000456059584394
not,you,0.000382215570426
not,but,0.000262711779214
there,that,0.000265751004918
but,not,0.000132614237373
this,not,0.000196325825527
not,for,0.000469391030492
there,and,0.000288787647150
you,not,0.000299925042782
more,than,0.000018210464987
they,that,0.000429388019256
with,you,0.000452135980595
with,for,0.000555258826353
have,with,0.000329204834998
and,has,0.000246309296926
their,and,0.000206178141525
they,have,0.000207429373404
were,and,0.000064889798523
and,their,0.000374010036467
and,were,0.000208846337046
from,that,0.000455221219454
for,are,0.000563653651625
for,with,0.000710425665602
for,have,0.000665968458634
that,has,0.000132138549816
your,and,0.000213062739931
you,with,0.000365492800483
and,them,0.000205400167033
that,all,0.000230240781093
can,you,0.000226301126531
for,not,0.000582978653256
can,that,0.000316990102874
have,this,0.000309224356897
and,then,0.000240519206272
out,and,0.000172725383891
and,some,0.000240045250393
what,and,0.000276593957096
one,that,0.000153845889145
has,been,0.000035671786463
not,have,0.000258635234786
all,that,0.000252630939940
with,this,0.000306563772028
not,this,0.000259155262029
which,and,0.000158988274052
that,one,0.000118433097668
and,about,0.000338843179634
that,from,0.000359929341357
and,which,0.000153204833623
would,have,0.000225376075832
but,you,0.000223878130782
for,but,0.000676465395372
would,and,0.000506980461068
does,not,0.000032652202208
and,your,0.000313053024001
and,also,0.000265851267613
that,what,0.000299261417240
and,more,0.000199947840883
are,they,0.000141863318277
some,and,0.000105524806713
would,that,0.000466538593173
and,out,0.000334544485668
and,any,0.000488647783641
think,that,0.000081793921709
about,that,0.000147438957356
was,for,0.000257112638792
between,and,0.000022794301913
people,and,0.000150588632096
this,was,0.000226619231398
and,who,0.000270834338153
are,with,0.000182494710316
they,were,0.000061752463807
