source,target,weight
and,that,0.004015005659312
that,and,0.004813879262656
for,and,0.008233852684498
and,for,0.003655647160485
with,and,0.002552657853812
and,you,0.002424950245768
and,are,0.001269163913094
that,you,0.001781451399438
are,and,0.001214941148646
and,with,0.002461340744048
you,that,0.001788483932614
and,not,0.001522744190879
this,and,0.002245843410492
and,this,0.003392285201699
you,and,0.002918924670666
and,have,0.001662756549194
have,and,0.001859824289568
that,not,0.001118659973145
that,are,0.000932371302042
for,that,0.005045048892498
you,have,0.000740674731787
and,they,0.001507480395958
that,for,0.002685564104468
was,and,0.001082770642824
that,have,0.001221517799422
that,was,0.000606423185673
not,that,0.001142802997492
from,and,0.001693268888630
and,was,0.000825476367027
that,this,0.002492088824511
you,are,0.000565348891541
you,can,0.000686308019795
have,that,0.001139551750384
this,that,0.001376073574647
that,they,0.001107446732931
not,and,0.001865130150691
and,from,0.001613947795704
they,and,0.001709438860416
are,that,0.000744419055991
and,can,0.001540708006360
for,you,0.003047066973522
with,that,0.001564064878039
and,all,0.000850055541378
and,will,0.000686262501404
but,that,0.000843237561639
you,your,0.000211606864468
that,with,0.001808185130358
was,that,0.000663435377646
all,and,0.000828924239613
for,this,0.004262567497790
that,can,0.001131856581196
and,but,0.000960551318713
can,and,0.001506667817011
they,are,0.000331090908730
are,you,0.000449608021881
you,for,0.001628407509997
have,for,0.001037557376549
and,other,0.000323666579789
and,there,0.001015799003653
that,would,0.000771729741246
there,are,0.000207152377698
are,not,0.000282330700429
this,for,0.001252909540199
have,been,0.000061828824983
but,and,0.001376219675876
are,for,0.000677790434565
that,will,0.000504151917994
one,and,0.000855200458318
and,what,0.000626943539828
and,one,0.000700736825820
will,and,0.001111477380618
this,you,0.000831109762657
what,you,0.000407538725995
that,there,0.000746240722947
about,and,0.000841825676616
you,this,0.001511092763394
that,but,0.000705653859768
has,and,0.001165591413155
your,you,0.000195507978788
and,would,0.001050495193340
have,you,0.000688257103320
not,you,0.000690220796969
not,but,0.000273404497420
there,that,0.000655327632558
but,not,0.000319808983477
this,not,0.000521894078702
not,for,0.001040517468937
there,and,0.001069538062438
you,not,0.000678306154441
more,than,0.000014769284462
they,that,0.001047407626174
with,you,0.000944651023019
with,for,0.001424075104296
have,with,0.000698585412465
and,has,0.000488789635710
their,and,0.000316246412694
they,have,0.000433768756920
were,and,0.000259776541498
and,their,0.000249488250120
and,were,0.000203792005777
from,that,0.001037499867380
for,are,0.001594765344635
for,with,0.003092792816460
for,have,0.002089333487675
that,has,0.000359081604984
your,and,0.000528306118213
you,with,0.001096403691918
and,them,0.000203885851079
that,all,0.000624479900580
can,you,0.000557566119824
for,not,0.001913401763886
can,that,0.000923165760469
have,this,0.000962809019256
and,then,0.000445616722573
out,and,0.000715289032087
and,some,0.000372018461348
what,and,0.001101260539144
one,that,0.000523998634890
has,been,0.000038749447413
not,have,0.000473275256809
all,that,0.000507898570504
with,this,0.001321481191553
not,this,0.000965555664152
which,and,0.000401917059207
that,one,0.000514785293490
and,about,0.000910355942324
that,from,0.001185661181808
and,which,0.000333064614097
would,have,0.000262697110884
but,you,0.000509291596245
for,but,0.001206979039125
would,and,0.001035262714140
does,not,0.000074404175393
and,your,0.000475040840684
and,also,0.000375194998924
that,what,0.000460574170575
and,more,0.000194495543838
are,they,0.000279500731267
some,and,0.000433715176769
would,that,0.000634326483123
and,out,0.000598029408138
and,any,0.000993514317088
think,that,0.000212047001696
about,that,0.000515803636517
was,for,0.000604055414442
between,and,0.000054965785239
people,and,0.000745643686969
this,was,0.000282917695586
and,who,0.000297895225231
are,with,0.000456355104689
they,were,0.000053163879784
more,and,0.000336327910190
who,and,0.000377334392397
and,when,0.000299836072372
and,his,0.000147026075865
that,were,0.000149712577695
this,have,0.000569880881812
them,and,0.000217535867705
had,and,0.000338830548571
this,but,0.000329212285578
what,that,0.000674764509313
this,with,0.000843581627123
his,and,0.000201224174816
like,and,0.000418383773649
you,don,0.000199984831852
you,will,0.000305695575662
have,not,0.000432190077845
and,people,0.000518107903190
been,and,0.000225214127568
that,some,0.000273297511740
but,for,0.000767764460761
and,had,0.000300898449495
you,get,0.000240457477048
other,and,0.000276213890174
was,not,0.000251616671449
you,want,0.000047753754188
are,this,0.000628960784525
for,all,0.001068135839887
you,know,0.000305484369164
both,and,0.000073834155046
can,for,0.000840538996272
and,like,0.000401559664169
that,had,0.000221050329856
and,don,0.000448950246209
and,get,0.000539808301255
that,people,0.000380619778298
know,that,0.000340470724041
what,are,0.000213296531001
use,and,0.000351534545189
not,are,0.000361245794920
not,with,0.000700578559190
and,only,0.000337102974299
and,use,0.000374595489120
but,have,0.000349214591552
some,that,0.000265746028163
will,you,0.000411319721024
have,but,0.000272626697551
also,and,0.000332334224368
will,that,0.000681024568621
when,and,0.000472325278679
this,are,0.000434983870946
for,was,0.001037250855006
there,for,0.000596673111431
for,from,0.002028002869338
that,your,0.000348981237039
out,that,0.000438272050815
and,just,0.000350729358615
you,what,0.000279271916952
they,not,0.000397243187763
any,that,0.000551675970200
and,how,0.000343950348906
has,that,0.000714181514923
for,they,0.001894221641123
from,for,0.000944639614318
just,and,0.000555571226869
for,can,0.001935973530635
with,have,0.000647734792437
time,and,0.000217653272557
all,are,0.000160549345310
say,that,0.000044695148972
get,and,0.000347618653905
two,and,0.000104784914583
into,and,0.000140665128129
your,that,0.000323703861795
for,one,0.000880509731360
but,this,0.000712452805601
and,these,0.000116046263429
but,are,0.000266551709501
will,for,0.000620070262812
don,know,0.000051458060625
are,have,0.000308290298562
only,and,0.000425872538472
that,only,0.000247647345532
these,are,0.000033225671359
any,and,0.000900371873286
would,you,0.000383115257137
that,about,0.000668778666295
can,this,0.000779984344263
they,for,0.000953660812229
with,are,0.000494408945087
with,but,0.000374187395209
can,with,0.000565933296457
was,with,0.000406709383242
that,any,0.000729869643692
this,will,0.000235204555793
from,you,0.000626620720141
also,that,0.000203627932933
when,you,0.000174791377503
this,can,0.000528050761204
like,that,0.000256352243014
you,about,0.000405517959734
new,and,0.000290789379505
that,more,0.000142883072840
these,and,0.000171545791090
don,have,0.000124764759676
from,this,0.000876585429069
with,not,0.000593192351516
you,but,0.000427877414040
that,don,0.000329814240104
but,they,0.000316603342071
how,you,0.000129435036797
have,they,0.000427857885370
than,and,0.000324468855979
about,this,0.000435803260189
that,when,0.000220269852434
not,they,0.000429078500019
for,will,0.000862321816385
for,any,0.001248398562893
have,any,0.000281982414890
people,that,0.000456870882772
you,from,0.000718932831660
would,for,0.000577551778406
all,you,0.000306756468490
that,could,0.000266261427896
they,you,0.000632604758721
that,their,0.000183282609214
one,for,0.000477098743431
you,would,0.000467942998512
this,from,0.000553152698558
don,that,0.000301265536109
only,that,0.000260940665612
and,been,0.000217842782149
this,has,0.000167524180142
for,your,0.000596911646426
would,not,0.000240576671786
will,not,0.000258287618635
there,was,0.000134733898449
are,but,0.000178095040610
has,for,0.000650259433314
what,they,0.000253348203842
that,been,0.000160034760484
just,that,0.000340409664204
have,are,0.000360218080459
you,all,0.000378657161491
and,into,0.000151100670337
said,that,0.000050313141401
that,just,0.000257657782640
those,who,0.000004844227988
and,even,0.000181676063221
what,for,0.000614370568655
people,who,0.000033897755202
believe,that,0.000046265435230
you,think,0.000103459773527
but,was,0.000173367778189
system,and,0.000140924064908
can,get,0.000124117505038
for,would,0.001319997711107
and,should,0.000259833905147
then,and,0.000438705843408
for,there,0.001276400173083
don,you,0.000181955867447
who,are,0.000073083625466
this,would,0.000360038975487
our,and,0.000090335641289
this,one,0.000240165391006
not,any,0.000282786873868
you,one,0.000312143121846
all,for,0.000462439638795
god,and,0.000105695733509
was,this,0.000560537679121
that,who,0.000218844041228
and,may,0.000145449157571
and,very,0.000148473787704
all,this,0.000429124367656
are,there,0.000188338424778
and,well,0.000175607186975
and,new,0.000174062981387
for,which,0.000418511714088
know,and,0.000555670703761
for,more,0.000244393013418
and,think,0.000232259073528
for,some,0.000467458914500
are,from,0.000299240753520
what,was,0.000138730116305
that,does,0.000235107931076
and,than,0.000287753384328
such,and,0.000097828058642
not,all,0.000241953835939
they,their,0.000065084816015
other,that,0.000169241830008
and,time,0.000364018633263
you,use,0.000166863494087
would,like,0.000063441970269
and,know,0.000685788341798
did,not,0.000027714411772
for,what,0.000787784636486
been,for,0.000125642327475
but,with,0.000516934436746
and,see,0.000094841314422
with,can,0.000600190192927
and,does,0.000320033985190
that,should,0.000190882899915
not,what,0.000178448739462
that,which,0.000244680646574
very,and,0.000219654451939
all,have,0.000210338897887
one,you,0.000316480378387
about,you,0.000311530806357
you,need,0.000124749843962
that,like,0.000294999452308
were,that,0.000159170333063
that,out,0.000439332885435
with,all,0.000331143237418
how,and,0.000349762267433
with,was,0.000321568368236
their,that,0.000193770581973
that,god,0.000077342760051
what,this,0.000570109637920
will,this,0.000575398677029
what,have,0.000279444007901
and,two,0.000126964936499
more,that,0.000206074910238
right,and,0.000089911969553
was,but,0.000158720489708
and,many,0.000080583115050
with,they,0.000587246264331
that,than,0.000211393518839
you,there,0.000452487409348
will,have,0.000282036518911
and,its,0.000172983811353
than,that,0.000198808615096
they,with,0.000642097904347
that,his,0.000108010390250
and,our,0.000128627172671
and,such,0.000076702446677
who,that,0.000231200421695
are,can,0.000285661371890
over,and,0.000096760326414
fact,that,0.000035612298234
and,could,0.000362440798199
for,about,0.001143906265497
does,that,0.000196180830244
are,all,0.000157608126756
have,from,0.000458075810457
for,has,0.000614187680185
but,can,0.000323581800330
well,and,0.000309653842123
which,that,0.000246262672590
there,this,0.000553687452339
this,what,0.000214874002268
you,they,0.000671506975777
its,and,0.000174127577338
and,system,0.000211224920349
when,that,0.000289403222268
and,said,0.000069931942562
when,they,0.000108659813122
them,that,0.000133288616780
now,and,0.000166066252859
which,are,0.000077844888438
has,with,0.000437818438513
this,all,0.000291341828415
and,those,0.000097417665529
first,and,0.000114773160021
will,with,0.000417492148699
but,there,0.000213339590118
good,and,0.000238057968090
and,god,0.000105280618300
what,about,0.000152995038661
and,most,0.000128863655846
his,that,0.000123294128571
for,who,0.000374319672119
which,you,0.000148735707626
who,have,0.000095748306194
know,what,0.000053164520068
you,any,0.000442560849478
you,should,0.000115742986964
with,from,0.000628721143585
have,some,0.000105587438156
this,there,0.000348147354089
and,now,0.000182428280823
not,was,0.000234957769862
can,from,0.000371093250578
many,and,0.000131660504849
would,this,0.000535943487193
people,are,0.000144419231219
their,they,0.000072753406130
that,other,0.000237776563154
looking,for,0.000053980984376
you,see,0.000042247051169
you,just,0.000156232359586
from,are,0.000327959045535
you,out,0.000266392104095
they,can,0.000401929515647
you,like,0.000178874688572
have,one,0.000198885347345
about,for,0.000469637190690
could,and,0.000305814843159
had,that,0.000207608332857
from,with,0.000636023993138
and,good,0.000188985752175
that,may,0.000106851919554
has,this,0.000603413151111
used,and,0.000243555725319
which,for,0.000224221192184
like,you,0.000154829496751
use,for,0.000196113847778
have,about,0.000258380168816
them,they,0.000050044760428
any,you,0.000333196687279
have,all,0.000241265486693
for,use,0.000470697181299
with,one,0.000272975448752
were,they,0.000059762351157
that,them,0.000149781510117
like,this,0.000216592379729
can,have,0.000382315862225
not,from,0.000459382688859
out,there,0.000110883076559
they,would,0.000274046091363
any,for,0.000502298818901
when,was,0.000059500674979
and,make,0.000119090473163
think,you,0.000128070387291
there,any,0.000162160969921
know,you,0.000205634685699
you,may,0.000064790299803
that,know,0.000503803603351
get,you,0.000128641768242
had,been,0.000011264235582
was,from,0.000266687071417
are,some,0.000068975627073
because,and,0.000164373879670
are,what,0.000116241077194
been,that,0.000137993236422
and,same,0.000123158068163
they,had,0.000078496363130
people,have,0.000189206519281
have,can,0.000437288574176
should,and,0.000251473044045
not,one,0.000199452784727
from,not,0.000393485621316
was,you,0.000400696240831
but,what,0.000131671607960
not,can,0.000438536168076
and,over,0.000095217605121
can,not,0.000350122834789
and,both,0.000054781568906
don,and,0.000491685234010
you,some,0.000165715580806
don,think,0.000017427535568
this,they,0.000516662839800
that,these,0.000085251558630
for,other,0.000406702718465
they,will,0.000179027527338
for,their,0.000313494034344
some,for,0.000241960718995
then,that,0.000268803938525
out,for,0.000399044947699
can,but,0.000220858491957
there,you,0.000395799375838
and,used,0.000208271128940
that,think,0.000170625484316
they,this,0.000884956505615
that,use,0.000275190599496
that,way,0.000103506594314
also,for,0.000185402444913
does,have,0.000081245452748
from,have,0.000429665698903
think,and,0.000346074783010
have,what,0.000177941081347
that,get,0.000396561634261
out,you,0.000264703936409
any,this,0.000466111989226
that,even,0.000133465422550
was,they,0.000249094562605
your,for,0.000294731114991
and,first,0.000149642408360
are,more,0.000036061257561
most,and,0.000099670869531
with,what,0.000244228867814
him,and,0.000058806286688
that,because,0.000077216071077
god,that,0.000064761916292
back,and,0.000116430077469
not,there,0.000289129820885
get,for,0.000193929285160
for,people,0.000651027366985
some,are,0.000084003673692
off,and,0.000055251432059
just,you,0.000205597854801
see,and,0.000117210787721
this,about,0.000312008778565
then,you,0.000162349984748
you,them,0.000090820925834
from,was,0.000213307706872
with,your,0.000185054464964
not,only,0.000095950585091
information,and,0.000062321159930
get,that,0.000212992978049
how,can,0.000082237369497
and,back,0.000068451452535
much,and,0.000142774093547
and,him,0.000125889739138
they,but,0.000250582175795
and,after,0.000151977714268
you,could,0.000161449206644
and,way,0.000140895412187
not,your,0.000135212249006
may,have,0.000046820834541
may,not,0.000042878280510
that,also,0.000275631144177
and,much,0.000190098231542
using,and,0.000066215856350
that,time,0.000267420546152
not,would,0.000299005507259
are,who,0.000055232510931
being,and,0.000129836887936
are,about,0.000168788377778
for,time,0.000457406917121
than,you,0.000120074793813
but,would,0.000220626563532
there,were,0.000033262840589
well,that,0.000189731144928
you,was,0.000367708329577
for,also,0.000471450563055
some,have,0.000110054876131
with,will,0.000267336872639
all,with,0.000311359734042
now,that,0.000101752149931
not,about,0.000259117368842
them,you,0.000080502562923
something,that,0.000104908860521
was,there,0.000167849546415
there,with,0.000401738943765
one,this,0.000442727206973
one,with,0.000321229628753
may,and,0.000184516189620
was,one,0.000115789036499
was,about,0.000150426305481
and,because,0.000105108199932
know,this,0.000287664239295
are,one,0.000129923035274
only,for,0.000237585467403
there,some,0.000060720685724
used,for,0.000135874710395
with,some,0.000144921577885
but,will,0.000144129880937
was,had,0.000049720143579
and,where,0.000241159927100
more,you,0.000124463418615
this,any,0.000340509781381
with,which,0.000129746927996
should,that,0.000154082576046
this,your,0.000162811993505
