source,target,weight
and,that,3.826261758804321
that,and,4.587580204010010
for,and,6.912745475769043
and,for,3.069104909896851
with,and,3.881269216537476
and,you,2.725440025329590
and,are,2.999484777450562
that,you,3.145634889602661
are,and,2.871336936950684
and,with,3.742423057556152
you,that,3.158052682876587
and,not,2.937799692153931
this,and,3.182243585586548
and,this,4.806692123413086
you,and,3.280625820159912
and,have,2.814197540283203
have,and,3.147732496261597
that,not,3.390735387802124
that,are,3.461930513381958
for,that,6.654468536376953
you,have,2.322732925415039
and,they,3.118483543395996
that,for,3.542285203933716
was,and,2.905116796493530
that,have,3.248076677322388
that,was,2.556250810623169
not,that,3.463914632797241
from,and,3.308276176452637
and,was,2.214786052703857
that,this,5.547764301300049
you,are,2.475661993026733
you,can,2.778319358825684
have,that,3.030124902725220
this,that,3.063346385955811
that,they,3.599276065826416
not,and,3.598358154296875
and,from,3.153300046920776
they,and,3.536269664764404
are,that,2.764056682586670
and,can,3.366181850433350
for,you,4.739966869354248
with,that,3.736254453659058
and,all,3.044215440750122
and,will,1.783396482467651
but,that,2.726013898849487
you,your,1.603545665740967
that,with,4.319411277770996
was,that,2.796573877334595
all,and,2.968540191650391
for,this,8.359584808349609
that,can,3.885162115097046
and,but,1.976506114006042
can,and,3.291810035705566
they,are,2.668578863143921
are,you,1.968832850456238
you,for,2.533123731613159
have,for,2.430510759353638
and,other,2.195106744766235
and,there,3.284424543380737
that,would,3.130808353424072
there,are,2.609650850296021
are,not,2.122239351272583
this,for,2.457158327102661
have,been,1.251434922218323
but,and,2.831818103790283
are,for,2.217092752456665
that,will,2.058351755142212
one,and,2.381449937820435
and,what,1.963942766189575
and,one,1.951319932937622
will,and,2.888406038284302
this,you,2.182017087936401
what,you,2.365457534790039
that,there,3.790801048278809
about,and,2.873458623886108
you,this,3.967262029647827
that,but,2.281234025955200
has,and,4.080490589141846
your,you,1.481549143791199
and,would,2.712594032287598
have,you,2.158352851867676
not,you,2.467340707778931
not,but,1.789330363273621
there,that,3.328975200653076
but,not,2.093030452728271
this,not,2.352034091949463
