source,target,weight
people,companies,86360.000000000000000
places,people,85691.000000000000000
date,places,85165.000000000000000
reuters,date,80097.000000000000000
places,companies,68147.000000000000000
companies,title,65479.000000000000000
date,people,62716.000000000000000
people,title,45038.000000000000000
set,date,41778.000000000000000
reuters,set,41744.000000000000000
reuters,training,41726.000000000000000
training,date,41714.000000000000000
body,reuters,39502.000000000000000
set,places,38928.000000000000000
title,body,28353.000000000000000
training,places,25494.000000000000000
date,usa,24987.000000000000000
usa,people,24958.000000000000000
usa,companies,23949.000000000000000
training,set,20888.000000000000000
body,set,18492.000000000000000
body,training,18443.000000000000000
title,march,18296.000000000000000
reuters,places,15266.000000000000000
body,date,14340.000000000000000
places,usa,12546.000000000000000
usa,places,12524.000000000000000
reuters,test,12388.000000000000000
test,date,12378.000000000000000
march,body,12020.000000000000000
set,usa,11996.000000000000000
training,usa,11293.000000000000000
said,reuters,10515.000000000000000
body,said,9646.000000000000000
company,said,9392.000000000000000
places,title,8985.000000000000000
title,april,8447.000000000000000
net,loss,7667.000000000000000
title,said,7601.000000000000000
said,body,7348.000000000000000
loss,net,7185.000000000000000
year,said,6976.000000000000000
said,year,6785.000000000000000
title,reuters,6737.000000000000000
said,company,6664.000000000000000
march,said,6504.000000000000000
april,body,6355.000000000000000
test,set,6215.000000000000000
test,training,6214.000000000000000
companies,march,6114.000000000000000
title,new,5980.000000000000000
test,places,5709.000000000000000
body,test,5550.000000000000000
bank,said,5087.000000000000000
companies,body,5076.000000000000000
date,companies,4891.000000000000000
title,net,4873.000000000000000
set,people,4811.000000000000000
new,york,4535.000000000000000
new,said,4453.000000000000000
net,note,4350.000000000000000
year,reuters,4304.000000000000000
billion,said,4286.000000000000000
net,body,4234.000000000000000
title,york,4220.000000000000000
said,new,4165.000000000000000
said,billion,4062.000000000000000
title,june,4017.000000000000000
companies,new,3945.000000000000000
said,shares,3923.000000000000000
net,reuters,3895.000000000000000
net,billion,3853.000000000000000
new,body,3826.000000000000000
market,said,3783.000000000000000
april,said,3766.000000000000000
body,net,3696.000000000000000
net,year,3637.000000000000000
said,bank,3584.000000000000000
year,net,3562.000000000000000
billion,year,3546.000000000000000
title,washington,3504.000000000000000
said,stock,3407.000000000000000
stock,said,3321.000000000000000
loss,year,3247.000000000000000
year,body,3238.000000000000000
said,market,3233.000000000000000
company,reuters,3211.000000000000000
shares,said,3155.000000000000000
billion,reuters,3090.000000000000000
companies,net,3085.000000000000000
april,reuters,3071.000000000000000
companies,says,3065.000000000000000
oil,said,3007.000000000000000
year,loss,2979.000000000000000
companies,april,2971.000000000000000
year,billion,2967.000000000000000
companies,reuters,2912.000000000000000
june,body,2908.000000000000000
loss,note,2904.000000000000000
net,sales,2869.000000000000000
said,oil,2847.000000000000000
said,share,2820.000000000000000
said,training,2807.000000000000000
trade,said,2784.000000000000000
york,body,2627.000000000000000
share,said,2624.000000000000000
title,london,2568.000000000000000
body,loss,2545.000000000000000
title,author,2542.000000000000000
companies,bank,2496.000000000000000
group,said,2433.000000000000000
said,set,2384.000000000000000
said,agreement,2383.000000000000000
loss,reuters,2376.000000000000000
company,body,2235.000000000000000
said,government,2233.000000000000000
japan,people,2233.000000000000000
said,offer,2230.000000000000000
government,said,2224.000000000000000
said,expected,2208.000000000000000
canada,people,2192.000000000000000
said,price,2190.000000000000000
date,japan,2189.000000000000000
loss,body,2180.000000000000000
date,canada,2155.000000000000000
said,trade,2152.000000000000000
title,loss,2148.000000000000000
march,net,2138.000000000000000
york,said,2111.000000000000000
says,title,2105.000000000000000
canada,companies,2100.000000000000000
companies,said,2088.000000000000000
title,set,2080.000000000000000
title,training,2050.000000000000000
said,common,2049.000000000000000
billion,body,2034.000000000000000
washington,body,2027.000000000000000
said,sales,2006.000000000000000
date,money,1984.000000000000000
officials,said,1981.000000000000000
net,share,1977.000000000000000
people,says,1971.000000000000000
japan,companies,1966.000000000000000
rose,billion,1955.000000000000000
money,places,1949.000000000000000
march,reuters,1948.000000000000000
price,said,1941.000000000000000
said,group,1941.000000000000000
june,said,1933.000000000000000
new,march,1932.000000000000000
share,reuters,1931.000000000000000
said,april,1893.000000000000000
central,bank,1889.000000000000000
common,stock,1850.000000000000000
said,march,1836.000000000000000
international,said,1831.000000000000000
official,said,1815.000000000000000
agreement,said,1815.000000000000000
offer,said,1802.000000000000000
title,bank,1785.000000000000000
companies,sets,1778.000000000000000
stock,reuters,1770.000000000000000
said,board,1761.000000000000000
companies,japan,1743.000000000000000
sales,reuters,1731.000000000000000
said,japan,1725.000000000000000
common,shares,1723.000000000000000
body,year,1712.000000000000000
united,states,1707.000000000000000
net,title,1707.000000000000000
sales,said,1699.000000000000000
west,germany,1697.000000000000000
said,increase,1686.000000000000000
money,people,1685.000000000000000
record,reuters,1677.000000000000000
said,debt,1673.000000000000000
people,net,1667.000000000000000
bank,title,1663.000000000000000
shares,reuters,1654.000000000000000
department,said,1648.000000000000000
sales,year,1646.000000000000000
body,billion,1639.000000000000000
year,ago,1627.000000000000000
debt,said,1623.000000000000000
foreign,said,1617.000000000000000
japan,said,1602.000000000000000
march,year,1599.000000000000000
week,said,1580.000000000000000
expected,said,1570.000000000000000
