source,target,weight
https,www,3.920173168182373
www,entry,3.967260122299194
https,entry,4.438280105590820
www,huffingtonpost,3.090583801269531
huffingtonpost,entry,2.438067197799683
https,huffingtonpost,3.457519292831421
www,huffpost,1.879116415977478
https,huffpost,2.102217674255371
huffpost,entry,4.769003391265869
entry,trump,3.190159320831299
www,trump,2.293565511703491
huffingtonpost,trump,1.409503340721130
world,news,3.861252546310425
donald,trump,6.382518768310547
https,trump,2.565873146057129
trump,politics,5.479454517364502
huffpost,trump,2.757073879241943
lee,moran,2.116266965866089
entry,for,3.924944639205933
mary,papenfuss,1.109757304191589
for,politics,4.512341022491455
entry,donald,1.585995316505432
www,donald,1.140251517295837
queer,voices,1.730231046676636
entry,new,2.209153175354004
for,and,4.204553604125977
white,house,2.449515581130981
politics,and,4.613097667694092
entry,and,5.346723556518555
ron,dicker,1.584594488143921
news,and,7.100738525390625
politics,president,3.916489601135254
black,voices,3.048860788345337
and,for,4.194370269775391
trump,for,3.748013257980347
new,york,1.113781929016113
huffingtonpost,donald,0.700737893581390
entry,with,2.546892404556274
https,donald,1.275629878044128
politics,trump,2.752439498901367
www,new,1.588270902633667
entertainment,and,4.208931446075439
politics,that,3.722828626632690
entry,what,1.147404670715332
politics,for,3.386402130126953
entry,biden,1.150225520133972
curtis,wong,1.214914083480835
trump,and,5.105699062347412
david,moye,1.201262831687927
politics,said,1.800688147544861
stephen,colbert,0.968941509723663
entry,says,2.618824958801270
for,news,1.902057170867920
entry,how,1.593265414237976
entry,news,2.418749809265137
entry,from,2.908902168273926
entry,black,2.083141803741455
more,than,2.759166240692139
nina,golgowski,1.307122826576233
and,politics,6.132012367248535
year,old,1.423370957374573
fox,news,2.090578079223633
huffpost,biden,0.994074344635010
huffingtonpost,for,1.734152317047119
entry,after,2.912617683410645
this,week,2.185875415802002
with,and,13.109686851501465
joe,biden,1.772011280059814
entry,white,1.245966553688049
weird,news,2.660844087600708
after,news,3.128887176513672
with,entertainment,6.478394508361816
politics,have,1.433785438537598
elyse,wanshel,0.980603396892548
that,and,9.888927459716797
trump,his,1.772368073463440
entry,john,1.478647112846375
news,was,2.497508764266968
entry,house,1.934294819831848
politics,has,1.436903357505798
has,been,1.434948801994324
news,for,5.212538719177246
for,entertainment,2.077758073806763
https,new,1.776841402053833
and,entertainment,2.823553085327148
nick,visser,1.377795696258545
entry,coronavirus,1.247947096824646
jenna,amatulli,0.761676728725433
