source,target,weight
https,www,0.000193430081708
www,entry,0.000078365177615
https,entry,0.000075774216384
www,huffingtonpost,0.000046971548727
huffingtonpost,entry,0.000033749452996
https,huffingtonpost,0.000045418546506
www,huffpost,0.000034837583371
https,huffpost,0.000033685755625
huffpost,entry,0.000011168910532
entry,trump,0.000025510049454
www,trump,0.000064203923102
huffingtonpost,trump,0.000027650639822
world,news,0.000001575623287
donald,trump,0.000006305909665
https,trump,0.000062081169744
trump,politics,0.000018440479835
huffpost,trump,0.000009150595361
lee,moran,0.000003250223699
entry,for,0.000032894058677
mary,papenfuss,0.000000296830535
for,politics,0.000043039497541
entry,donald,0.000006403174666
www,donald,0.000016115569451
queer,voices,0.000005118287845
entry,new,0.000013706054233
for,and,0.000081413054431
white,house,0.000006044425390
politics,and,0.000092297093943
entry,and,0.000065440464823
ron,dicker,0.000000702772525
news,and,0.000024762413886
politics,president,0.000011915909454
black,voices,0.000004104398158
and,for,0.000063622319431
trump,for,0.000017533555365
new,york,0.000000659533953
huffingtonpost,donald,0.000006940476851
entry,with,0.000010426974768
https,donald,0.000015582743799
politics,trump,0.000035979326640
www,new,0.000034495522414
entertainment,and,0.000017261982066
politics,that,0.000078340206528
entry,what,0.000013720303286
politics,for,0.000046393699449
entry,biden,0.000004615375929
curtis,wong,0.000000316723288
trump,and,0.000034881806641
david,moye,0.000000937171592
politics,said,0.000009505748494
stephen,colbert,0.000000631144133
entry,says,0.000005045161288
for,news,0.000007198339972
entry,how,0.000006501455118
entry,news,0.000005786081147
entry,from,0.000006511861102
entry,black,0.000008216008609
more,than,0.000001931189900
nina,golgowski,0.000000188891008
and,politics,0.000066913184128
year,old,0.000000412716616
fox,news,0.000001148548790
huffpost,biden,0.000001655560482
huffingtonpost,for,0.000035654251406
entry,after,0.000006290988949
this,week,0.000011087242456
with,and,0.000027162857805
joe,biden,0.000000865095558
entry,white,0.000008599938155
weird,news,0.000000961923433
after,news,0.000001776506224
with,entertainment,0.000003236908242
politics,have,0.000015220976820
elyse,wanshel,0.000000505850608
that,and,0.000073273615271
trump,his,0.000006964840850
entry,john,0.000011281313164
news,was,0.000003005569170
entry,house,0.000015058962163
politics,has,0.000008740446901
has,been,0.000000609733831
news,for,0.000012446979781
for,entertainment,0.000009701725503
https,new,0.000033355001506
and,entertainment,0.000015083192920
nick,visser,0.000000731362491
entry,coronavirus,0.000003614561365
jenna,amatulli,0.000001089362854
