source,target,weight
https,www,13.742296218872070
www,entry,10.917583465576172
https,entry,10.688876152038574
www,huffingtonpost,9.875695228576660
huffingtonpost,entry,24.942329406738281
https,huffingtonpost,9.668813705444336
www,huffpost,2.445387601852417
https,huffpost,2.394160270690918
huffpost,entry,7.206016063690186
entry,trump,6.479185104370117
www,trump,4.929723739624023
huffingtonpost,trump,11.262455940246582
world,news,1.823387265205383
donald,trump,3.079864740371704
https,trump,4.826452732086182
trump,politics,6.249717235565186
huffpost,trump,3.253803730010986
lee,moran,2.017633438110352
entry,for,11.163093566894531
mary,papenfuss,1.260324835777283
for,politics,8.753485679626465
entry,donald,3.117678403854370
www,donald,2.372102260589600
queer,voices,4.171586513519287
entry,new,4.711179256439209
for,and,7.987511157989502
white,house,1.129535555839539
politics,and,5.232848167419434
entry,and,6.972681045532227
ron,dicker,1.614012122154236
news,and,4.269856929779053
politics,president,2.410352230072021
black,voices,2.680313587188721
and,for,7.532263278961182
trump,for,9.130096435546875
new,york,1.374002456665039
huffingtonpost,donald,5.419308662414551
entry,with,4.168581962585449
https,donald,2.322410106658936
politics,trump,4.862490177154541
www,new,3.584526062011719
entertainment,and,4.543144226074219
politics,that,3.208295345306396
entry,what,5.483388900756836
politics,for,8.377663612365723
entry,biden,1.615624785423279
curtis,wong,1.657205939292908
trump,and,5.702832698822021
david,moye,1.343811154365540
politics,said,2.440307378768921
stephen,colbert,0.742623150348663
entry,says,4.059841632843018
for,news,4.529891014099121
entry,how,3.826884031295776
entry,news,3.954359292984009
entry,from,3.551467180252075
entry,black,4.178537368774414
more,than,0.481140851974487
nina,golgowski,0.689701795578003
and,politics,5.155971527099609
year,old,1.042210221290588
fox,news,1.618108272552490
huffpost,biden,0.811355829238892
huffingtonpost,for,19.404256820678711
entry,after,2.627343177795410
this,week,2.769077539443970
with,and,5.558847427368164
joe,biden,0.739458024501801
entry,white,2.885033369064331
weird,news,2.230649232864380
after,news,2.818161964416504
with,entertainment,2.092082500457764
politics,have,2.985644578933716
elyse,wanshel,2.151896953582764
that,and,5.034393787384033
trump,his,2.435858249664307
entry,john,2.746919631958008
news,was,2.354708194732666
entry,house,2.254908084869385
politics,has,2.919514179229736
has,been,1.092202782630920
news,for,6.835937500000000
for,entertainment,3.006113529205322
https,new,3.509435176849365
and,entertainment,1.770658493041992
nick,visser,0.772063076496124
entry,coronavirus,2.023846626281738
jenna,amatulli,1.396507859230042
huffingtonpost,new,8.189214706420898
politics,are,2.872232913970947
with,politics,6.091923713684082
entry,covid,1.402390718460083
www,biden,1.229256749153137
www,for,8.493498802185059
www,how,2.911705255508423
www,what,4.172066211700439
entry,first,2.978763103485107
huffpost,donald,1.565676808357239
entry,women,2.309070587158203
for,his,3.411715984344482
huffpost,coronavirus,1.016361951828003
entry,are,3.827202081680298
huffingtonpost,and,12.120272636413574
entry,world,3.992801904678345
entry,this,2.840700626373291
and,are,2.582392692565918
news,has,2.382240533828735
for,trump,7.422189712524414
after,politics,5.445770263671875
and,that,2.884542703628540
and,with,2.812738180160522
north,korea,1.090440392494202
www,and,5.305202484130859
entry,stephen,1.549096703529358
entry,gop,2.160685777664185
huffpost,new,2.365922451019287
new,and,4.813409805297852
www,john,2.090008497238159
and,said,2.194052934646606
dominique,mosbergen,0.611298620700836
hayley,miller,0.522398710250854
entry,sexual,3.382710456848145
news,said,1.991221904754639
huffpost,covid,0.704271137714386
alanna,vagianos,0.328140705823898
world,and,3.215159893035889
politics,was,2.885771274566650
have,been,1.352220773696899
politics,his,2.235113859176636
and,his,2.009565830230713
https,biden,1.203505516052246
cole,delbyck,0.419977366924286
politics,new,3.535639762878418
has,for,6.517501354217529
entry,michael,1.509351849555969
trump,donald,2.549893856048584
and,reuters,1.878273606300354
entry,russia,1.679727077484131
carly,ledbetter,1.267003297805786
supreme,court,0.441995501518250
entry,democrats,1.689390540122986
are,and,4.154278278350830
huffpost,for,5.606030941009521
are,for,6.650896549224854
about,politics,6.654768943786621
politics,from,2.665299415588379
politics,house,1.692260026931763
his,and,3.714630126953125
politics,former,1.599643945693970
www,coronavirus,1.539854764938354
huffingtonpost,john,4.774835586547852
house,politics,4.605064868927002
over,politics,2.779452800750732
news,that,2.617878675460815
entry,dead,2.115141630172729
was,and,5.288908958435059
entertainment,that,2.785432577133179
has,and,4.070955276489258
entry,best,1.643806695938110
entry,gay,1.194532632827759
entry,california,1.702221632003784
trump,white,2.359617710113525
trump,says,3.320472478866577
huffingtonpost,what,9.531510353088379
entry,man,2.105370283126831
about,and,6.072441101074219
www,black,3.179262399673462
https,how,2.850709199905396
entry,jimmy,1.460965275764465
sexual,harassment,1.639219284057617
trump,president,2.626835584640503
entry,tax,1.116204619407654
huffingtonpost,white,5.014913558959961
for,her,3.098930835723877
that,have,2.872414350509644
entry,you,4.835968017578125
sara,boboltz,0.541505992412567
with,for,8.899578094482422
entry,colbert,1.633753180503845
her,entertainment,1.841434001922607
entry,james,1.862465381622314
trump,with,3.409409284591675
jimmy,kimmel,0.871645510196686
huffingtonpost,black,7.263347148895264
for,world,4.573927402496338
entry,police,1.530572891235352
entry,out,2.850908517837524
entry,florida,1.274619102478027
www,covid,1.067016601562500
entry,will,2.604911088943481
new,for,7.706154823303223
https,john,2.046225786209106
entry,fox,1.909011602401733
politics,this,2.131885051727295
entry,that,4.274998188018799
politics,would,1.012691497802734
trump,new,3.853189468383789
politics,who,2.528610229492188
andy,mcdonald,0.669742643833160
huffingtonpost,sexual,5.879999160766602
black,panther,0.422212362289429
out,for,8.443573951721191
president,trump,4.004254341125488
trump,house,1.844249010086060
and,from,2.396340608596802
entry,joe,1.848065018653870
politics,they,2.439683675765991
from,and,5.056025981903076
entry,not,3.163673639297485
people,are,3.375329732894897
entry,year,4.015167713165283
www,white,2.195093393325806
www,first,2.266407966613770
his,politics,4.070851802825928
for,women,2.645140647888184
entry,has,3.890202760696411
trump,comedy,1.985209584236145
www,sexual,2.573753356933594
huffingtonpost,this,4.937851905822754
entry,who,3.369330406188965
and,trump,4.371810436248779
entry,over,2.810970067977905
ryan,grenoble,0.329756796360016
entertainment,star,1.797690987586975
marina,fang,1.183950304985046
have,for,8.069106101989746
style,beauty,0.500999033451080
funniest,tweets,0.423304527997971
from,women,1.674351930618286
entertainment,was,2.505418300628662
for,this,3.254145860671997
entry,president,3.211752891540527
says,politics,3.469528913497925
climate,change,0.878175854682922
what,you,3.953330755233765
www,california,1.295144438743591
entry,bill,1.311756372451782
seth,meyers,0.251742333173752
carla,herreria,0.669387638568878
huffingtonpost,house,3.919597387313843
huffingtonpost,says,7.057025909423828
daniel,marans,0.554756462574005
world,has,1.793803453445435
president,and,4.309242725372314
from,politics,5.540884494781494
entry,american,1.147760033607483
from,this,2.059846401214600
www,from,2.702152967453003
and,have,2.684360265731812
www,michael,1.148398518562317
entry,republicans,1.585224270820618
entry,why,1.486950516700745
entry,people,2.857703208923340
entry,most,2.803649663925171
and,new,3.178853988647461
was,for,8.467414855957031
politics,but,2.929108142852783
https,what,4.084667205810547
trump,news,3.234200000762939
entry,north,0.913603365421295
willa,frej,0.298037558794022
stormy,daniels,0.191378414630890
entry,national,1.261058568954468
www,russia,1.278029203414917
gop,politics,4.428362846374512
out,and,5.274016857147217
news,were,0.837211847305298
politics,state,1.290491223335266
josephine,harvey,0.464075028896332
biden,politics,3.704832792282104
entry,court,1.042633414268494
you,your,3.564479589462280
world,for,5.147392749786377
entry,death,2.481385231018066
with,his,2.374358177185059
www,best,1.250699281692505
says,for,5.068572044372559
and,was,2.594564676284790
entry,school,1.994915246963501
www,says,3.088952541351318
entry,mike,1.703077673912048
politics,not,2.374269485473633
for,who,3.859714984893799
trump,administration,1.050257325172424
for,after,3.009735345840454
after,world,2.845558643341064
entry,scott,1.897039890289307
entry,woman,1.190441727638245
for,new,5.396860122680664
who,for,5.467128276824951
entry,her,2.705205917358398
politics,one,2.099129438400269
this,year,4.751024246215820
that,was,2.776329040527344
for,first,3.412302970886230
entry,shooting,1.205783128738403
and,news,2.668191909790039
entry,gun,1.813758611679077
this,and,8.250556945800781
how,and,3.888617992401123
tweets,from,1.772871851921082
politics,will,1.954930424690247
entry,facebook,0.830119967460632
lydia,connor,0.506430208683014
www,stephen,1.178638458251953
https,for,8.315572738647461
melania,trump,3.124239921569824
entry,star,2.759042024612427
entry,about,2.175678014755249
kim,jong,0.555710971355438
rebecca,shapiro,0.681129276752472
huffingtonpost,with,7.246043205261230
entry,report,2.100891113281250
entry,putin,1.321987509727478
entertainment,his,1.940519332885742
www,dead,1.609316706657410
not,politics,4.973195552825928
politics,with,3.128431558609009
huffpost,joe,0.928085505962372
funniest,from,1.454666137695312
tweets,women,1.152675390243530
winter,olympics,1.069647908210754
hong,kong,0.309536129236221
new,entertainment,1.811535716056824
entry,twitter,1.387828588485718
not,for,7.265249729156494
www,news,3.008695602416992
entry,david,1.856183052062988
politics,people,2.144645214080811
with,news,3.152543067932129
trump,that,3.496445655822754
huffpost,california,0.854844272136688
entry,queer,4.751759052276611
are,politics,4.552659988403320
mike,pence,1.217213392257690
about,trump,5.642660140991211
carol,kuruvilla,0.880897343158722
huffingtonpost,how,6.652087688446045
entry,ukraine,1.386492609977722
for,people,3.273622989654541
for,time,2.138082027435303
from,news,2.867382049560547
huffpost,from,1.783522009849548
news,after,1.608904480934143
about,her,2.355937719345093
this,for,13.208938598632812
women,this,2.232249259948730
entry,accused,1.639394879341125
and,what,3.699900150299072
that,you,3.491649627685547
trump,former,1.743314743041992
have,and,5.040117263793945
school,shooting,0.832872271537781
www,democrats,1.285382032394409
huffpost,best,0.825508654117584
entry,state,1.719557404518127
entertainment,for,7.273461341857910
https,michael,1.124341130256653
huffpost,how,1.921835303306580
will,politics,3.908051490783691
www,house,1.715659022331238
https,california,1.268013000488281
ryan,reilly,0.352077335119247
entry,netflix,1.281266331672668
www,jimmy,1.111583352088928
huffpost,what,2.753720760345459
trump,not,2.587512254714966
www,tax,0.849270343780518
bernie,sanders,0.454163283109665
entry,mueller,0.686804592609406
michael,cohen,1.106768250465393
huffingtonpost,gay,2.076398611068726
huffingtonpost,tax,1.940243959426880
entertainment,she,1.752975940704346
that,for,8.059940338134766
entertainment,actor,1.179831266403198
trump,election,1.439394712448120
www,gop,1.643969535827637
first,time,1.605055332183838
www,police,1.164544463157654
and,her,1.825329184532166
www,florida,0.969800770282745
new,news,2.729789972305298
climate,politics,4.777164936065674
you,know,1.839091062545776
that,are,2.763303518295288
from,for,8.094573974609375
and,how,2.582178592681885
www,man,1.601882457733154
his,with,2.220772266387939
that,with,3.009786128997803
entertainment,you,3.150938749313354
news,have,2.436201810836792
igor,bobic,0.541569530963898
https,coronavirus,1.507596850395203
about,entertainment,2.285374641418457
https,stephen,1.153947830200195
www,colbert,1.243049860000610
politics,republican,1.434208750724792
president,his,1.840613126754761
for,said,3.724926233291626
attorney,general,0.667995870113373
voices,for,5.300844192504883
www,james,1.417066812515259
and,more,1.849295139312744
and,one,1.887303590774536
arthur,delaney,0.530607461929321
entry,senate,1.739123463630676
https,jimmy,1.088297128677368
star,wars,0.675635635852814
voices,and,3.311009407043457
colbert,trump,3.876831769943237
for,our,1.778602719306946
www,gay,0.908866643905640
www,this,2.161362171173096
huffingtonpost,first,5.177839279174805
huffingtonpost,are,6.652637004852295
for,voices,5.357408523559570
news,people,1.749970078468323
entry,election,1.759904623031616
between,and,4.301847457885742
said,that,2.325439691543579
entry,paul,2.050905942916870
entry,steve,1.570771813392639
entry,climate,1.948038816452026
https,and,5.194066047668457
said,and,3.792877674102783
entry,his,2.978251218795776
says,she,1.221575260162354
entry,adam,0.732450067996979
entry,texas,1.671658515930176
was,his,2.259058952331543
entry,olympic,1.084738731384277
news,host,0.616418898105621
https,colbert,1.217009782791138
and,just,1.462294101715088
entry,lgbtq,1.417198896408081
world,was,1.773071885108948
trump,was,3.144953966140747
new,politics,5.275001049041748
for,not,3.624125242233276
politics,senator,0.559045195579529
entry,kim,1.060623407363892
that,trump,4.678081512451172
john,oliver,0.418792366981506
tax,politics,2.396419048309326
news,trump,3.967655658721924
scott,pruitt,0.442233443260193
doha,madani,0.316611766815186
huffingtonpost,michael,2.623633146286011
adam,rippon,0.227088585495949
huffingtonpost,gop,3.755815744400024
gop,tax,0.646870732307434
entry,russian,1.142589449882507
entry,day,3.051601409912109
