source,target,weight
https,www,0.000146280959598
www,entry,0.000139692187076
https,entry,0.000139473937452
www,huffingtonpost,0.000115396025649
huffingtonpost,entry,0.000360837148037
https,huffingtonpost,0.000115215771075
www,huffpost,0.000009676325135
https,huffpost,0.000009661212061
huffpost,entry,0.000043221192755
entry,trump,0.000016585598132
www,trump,0.000016020463590
huffingtonpost,trump,0.000041382259951
world,news,0.000001910658284
donald,trump,0.000004071745479
https,trump,0.000015995434296
trump,politics,0.000028429505619
huffpost,trump,0.000004956779776
lee,moran,0.000001590222382
entry,for,0.000040175458707
mary,papenfuss,0.000000788764169
for,politics,0.000014270315660
entry,donald,0.000006413890333
www,donald,0.000006195341484
queer,voices,0.000009786072951
entry,new,0.000009138492715
for,and,0.000015116950635
white,house,0.000000859808608
politics,and,0.000019440165488
entry,and,0.000037753616198
ron,dicker,0.000001344464636
news,and,0.000009117386981
politics,president,0.000003007816531
black,voices,0.000001725378979
and,for,0.000034481781768
trump,for,0.000032048126741
new,york,0.000001480416586
huffingtonpost,donald,0.000016003110431
entry,with,0.000011422868738
https,donald,0.000006185664006
politics,trump,0.000008540303497
www,new,0.000008827106285
entertainment,and,0.000036264038499
politics,that,0.000003372016636
entry,what,0.000004793359949
politics,for,0.000020687259166
entry,biden,0.000002502151119
curtis,wong,0.000013772874809
trump,and,0.000030116178095
david,moye,0.000001124812684
politics,said,0.000004053434168
stephen,colbert,0.000002098381628
entry,says,0.000011351967260
for,news,0.000003691082611
entry,how,0.000002999911885
entry,news,0.000009218227206
entry,from,0.000006107162335
entry,black,0.000003589812422
more,than,0.000000413614515
nina,golgowski,0.000000402369579
and,politics,0.000030588369555
year,old,0.000000436375274
fox,news,0.000001404011527
huffpost,biden,0.000000747793194
huffingtonpost,for,0.000100240598840
entry,after,0.000005459910881
this,week,0.000001787018732
with,and,0.000020774383302
joe,biden,0.000000404820071
entry,white,0.000004674014235
weird,news,0.000001759116685
after,news,0.000002169137360
with,entertainment,0.000023112694180
politics,have,0.000001168826998
elyse,wanshel,0.000001279990329
that,and,0.000011159494534
trump,his,0.000005831951512
entry,john,0.000001700751454
news,was,0.000002438305501
entry,house,0.000003553090664
politics,has,0.000003956449746
has,been,0.000000893146193
news,for,0.000009702267562
for,entertainment,0.000016818481527
https,new,0.000008813319255
and,entertainment,0.000036050343624
nick,visser,0.000000588434546
entry,coronavirus,0.000002713176173
jenna,amatulli,0.000000154127349
huffingtonpost,new,0.000022801177693
politics,are,0.000003348755854
with,politics,0.000019610899471
