source,target,weight
people,companies,0.000006823056538
places,people,0.000000424907057
date,places,0.000001230687985
reuters,date,0.000006224131994
places,companies,0.000000933860861
companies,title,0.000003423906719
date,people,0.000006177490832
people,title,0.000000411036893
set,date,0.000005713024166
reuters,set,0.000010268571714
reuters,training,0.000001826232847
training,date,0.000000166927464
body,reuters,0.000001922969886
set,places,0.000001481701474
title,body,0.000000179910927
training,places,0.000000043293472
date,usa,0.000000447462043
usa,people,0.000000205332356
usa,companies,0.000000451279618
training,set,0.000000275396900
body,set,0.000001578762635
body,training,0.000000280777897
title,march,0.000000477456751
reuters,places,0.000001614259645
body,date,0.000000956941903
places,usa,0.000000030777830
usa,places,0.000000040906588
reuters,test,0.000001027417852
test,date,0.000000455980341
march,body,0.000013605364074
set,usa,0.000000538727193
training,usa,0.000000015740941
said,reuters,0.000696826027706
body,said,0.000017038419173
company,said,0.001135488739237
places,title,0.000000056257964
title,april,0.000000491329331
net,loss,0.000351386785042
title,said,0.000003093052101
said,body,0.000359129830031
loss,net,0.000248420430580
year,said,0.002299388870597
said,year,0.001641457201913
title,reuters,0.000000349084331
said,company,0.002424432430416
march,said,0.000233905215282
april,body,0.000019169568986
test,set,0.000000752276378
test,training,0.000000133789953
companies,march,0.000054596355767
title,new,0.000000539040798
test,places,0.000000118260800
body,test,0.000000157962489
bank,said,0.000892403360922
companies,body,0.000020572499125
date,companies,0.000013576892343
title,net,0.000000772734779
set,people,0.000007437463410
new,york,0.000009666310689
new,said,0.000353632116457
net,note,0.000164542521816
year,reuters,0.000259510852629
billion,said,0.001157351187430
net,body,0.000088335786131
title,york,0.000000084546627
said,new,0.001076008426026
said,billion,0.001835387316532
title,june,0.000000230333640
companies,new,0.000061638376792
said,shares,0.000929977104533
net,reuters,0.000171399500687
net,billion,0.000451453437563
new,body,0.000020569414119
market,said,0.000962163961958
april,said,0.000329565751599
body,net,0.000004256695775
net,year,0.000403752026614
said,bank,0.001191086019389
year,net,0.000574454548769
billion,year,0.000307690032059
title,washington,0.000000039600554
said,stock,0.000921553233638
stock,said,0.000409491069149
loss,year,0.000264357979177
year,body,0.000133746580104
said,market,0.001679346198216
company,reuters,0.000128152198158
shares,said,0.000427639053669
billion,reuters,0.000130619577249
companies,net,0.000088360895461
april,reuters,0.000037195051846
companies,says,0.000033142019674
oil,said,0.000428026804002
year,loss,0.000532024307176
companies,april,0.000056182656408
year,billion,0.000683532154653
companies,reuters,0.000039917191316
june,body,0.000004775612524
loss,note,0.000107734762423
net,sales,0.000191640880075
said,oil,0.001173920230940
said,share,0.001546047278680
said,training,0.000101745405118
trade,said,0.000578553066589
york,body,0.000003259652658
share,said,0.000649651919957
title,london,0.000000125153917
body,loss,0.000003942288004
title,author,0.000000003709097
companies,bank,0.000068230525358
group,said,0.000499483256135
said,set,0.000572095799726
said,agreement,0.001703628106043
loss,reuters,0.000112224384793
company,body,0.000066047010478
