source,target,weight
new,york,547.000000000000000
united,states,483.000000000000000
like,know,479.000000000000000
people,like,420.000000000000000
years,ago,416.000000000000000
like,people,399.000000000000000
thanks,advance,397.000000000000000
people,think,383.000000000000000
let,know,379.000000000000000
know,people,378.000000000000000
people,know,375.000000000000000
think,people,364.000000000000000
law,enforcement,352.000000000000000
know,like,338.000000000000000
like,use,335.000000000000000
believe,god,315.000000000000000
know,think,309.000000000000000
think,know,301.000000000000000
use,like,301.000000000000000
think,like,291.000000000000000
looks,like,289.000000000000000
like,think,289.000000000000000
know,thanks,289.000000000000000
long,time,282.000000000000000
god,people,267.000000000000000
los,angeles,264.000000000000000
things,like,262.000000000000000
like,good,259.000000000000000
want,know,257.000000000000000
people,god,256.000000000000000
time,like,255.000000000000000
public,key,253.000000000000000
people,want,247.000000000000000
people,right,245.000000000000000
like,time,245.000000000000000
right,people,241.000000000000000
look,like,240.000000000000000
people,use,238.000000000000000
year,old,238.000000000000000
think,good,231.000000000000000
people,believe,228.000000000000000
people,time,225.000000000000000
power,play,225.000000000000000
know,god,221.000000000000000
know,use,220.000000000000000
people,government,220.000000000000000
want,use,220.000000000000000
color,image,220.000000000000000
gun,control,217.000000000000000
use,know,214.000000000000000
good,like,213.000000000000000
like,way,211.000000000000000
government,people,210.000000000000000
time,know,208.000000000000000
god,believe,208.000000000000000
time,people,207.000000000000000
need,use,205.000000000000000
way,people,204.000000000000000
good,people,203.000000000000000
mail,thanks,203.000000000000000
time,think,203.000000000000000
people,way,202.000000000000000
know,time,201.000000000000000
answer,question,200.000000000000000
san,francisco,200.000000000000000
mail,address,198.000000000000000
like,new,197.000000000000000
need,know,196.000000000000000
professor,university,196.000000000000000
think,time,195.000000000000000
know,way,193.000000000000000
people,good,193.000000000000000
image,color,193.000000000000000
pretty,good,191.000000000000000
like,need,190.000000000000000
want,like,189.000000000000000
like,thanks,189.000000000000000
good,think,188.000000000000000
bit,color,186.000000000000000
use,need,185.000000000000000
good,know,184.000000000000000
health,care,184.000000000000000
know,good,183.000000000000000
use,time,182.000000000000000
said,people,181.000000000000000
way,know,181.000000000000000
human,rights,181.000000000000000
way,like,177.000000000000000
new,like,177.000000000000000
white,house,175.000000000000000
god,know,175.000000000000000
think,right,174.000000000000000
people,going,174.000000000000000
like,going,174.000000000000000
people,things,172.000000000000000
think,way,171.000000000000000
things,know,171.000000000000000
history,university,171.000000000000000
use,good,171.000000000000000
email,address,170.000000000000000
people,said,169.000000000000000
think,going,168.000000000000000
way,use,168.000000000000000
lot,people,167.000000000000000
people,world,167.000000000000000
use,program,167.000000000000000
good,bad,167.000000000000000
think,use,167.000000000000000
know,help,166.000000000000000
want,people,165.000000000000000
use,people,164.000000000000000
want,think,164.000000000000000
best,offer,164.000000000000000
local,bus,164.000000000000000
know,right,163.000000000000000
know,want,163.000000000000000
time,use,163.000000000000000
said,know,163.000000000000000
use,data,163.000000000000000
work,like,162.000000000000000
work,use,162.000000000000000
people,work,162.000000000000000
good,use,161.000000000000000
god,man,160.000000000000000
university,professor,159.000000000000000
like,want,158.000000000000000
left,right,158.000000000000000
know,going,158.000000000000000
use,want,157.000000000000000
open,look,157.000000000000000
know,believe,156.000000000000000
email,thanks,155.000000000000000
know,said,155.000000000000000
good,thing,155.000000000000000
far,know,153.000000000000000
way,think,153.000000000000000
need,like,153.000000000000000
think,god,153.000000000000000
work,know,152.000000000000000
believe,people,152.000000000000000
color,bit,152.000000000000000
people,point,151.000000000000000
god,way,151.000000000000000
years,old,150.000000000000000
right,think,150.000000000000000
like,said,149.000000000000000
word,god,149.000000000000000
sure,like,148.000000000000000
help,thanks,148.000000000000000
right,like,148.000000000000000
mail,list,148.000000000000000
professor,history,148.000000000000000
question,answer,147.000000000000000
going,know,146.000000000000000
know,need,146.000000000000000
think,better,146.000000000000000
program,use,146.000000000000000
real,time,146.000000000000000
won,lost,146.000000000000000
bit,image,146.000000000000000
think,said,145.000000000000000
right,know,145.000000000000000
know,sure,144.000000000000000
good,time,144.000000000000000
time,new,144.000000000000000
use,work,144.000000000000000
man,god,144.000000000000000
love,god,143.000000000000000
know,work,143.000000000000000
image,data,143.000000000000000
said,think,142.000000000000000
good,idea,142.000000000000000
men,women,142.000000000000000
nasa,space,142.000000000000000
number,people,141.000000000000000
think,want,141.000000000000000
sure,know,141.000000000000000
new,use,141.000000000000000
use,think,141.000000000000000
like,right,141.000000000000000
bit,key,141.000000000000000
mail,message,141.000000000000000
use,new,140.000000000000000
way,time,140.000000000000000
attorney,general,140.000000000000000
good,way,139.000000000000000
need,help,138.000000000000000
use,set,137.000000000000000
god,love,137.000000000000000
long,term,137.000000000000000
life,god,137.000000000000000
use,key,137.000000000000000
set,use,137.000000000000000
god,good,136.000000000000000
know,things,135.000000000000000
time,good,135.000000000000000
use,thanks,135.000000000000000
like,god,135.000000000000000
think,need,134.000000000000000
think,believe,134.000000000000000
god,life,133.000000000000000
good,god,133.000000000000000
believe,think,132.000000000000000
going,people,132.000000000000000
like,work,132.000000000000000
things,people,132.000000000000000
fact,people,132.000000000000000
list,mail,132.000000000000000
image,bit,132.000000000000000
world,war,131.000000000000000
thing,people,131.000000000000000
father,son,131.000000000000000
know,mail,130.000000000000000
years,people,130.000000000000000
information,mail,130.000000000000000
like,better,129.000000000000000
question,know,129.000000000000000
like,sure,129.000000000000000
second,amendment,129.000000000000000
good,point,129.000000000000000
data,use,128.000000000000000
know,better,128.000000000000000
bit,like,128.000000000000000
use,way,128.000000000000000
like,mail,128.000000000000000
god,father,128.000000000000000
use,help,127.000000000000000
old,new,127.000000000000000
space,program,127.000000000000000
believe,know,127.000000000000000
bit,data,126.000000000000000
use,mail,126.000000000000000
going,like,126.000000000000000
new,time,125.000000000000000
know,information,125.000000000000000
time,way,125.000000000000000
god,like,125.000000000000000
said,like,125.000000000000000
data,image,125.000000000000000
time,want,124.000000000000000
makes,sense,124.000000000000000
right,bear,124.000000000000000
new,jersey,124.000000000000000
use,bit,123.000000000000000
brand,new,123.000000000000000
year,good,123.000000000000000
god,think,123.000000000000000
people,need,123.000000000000000
women,children,123.000000000000000
god,said,123.000000000000000
program,like,123.000000000000000
time,work,123.000000000000000
bit,use,122.000000000000000
like,things,122.000000000000000
point,people,122.000000000000000
key,public,122.000000000000000
believe,like,122.000000000000000
way,god,122.000000000000000
like,believe,122.000000000000000
going,think,122.000000000000000
years,time,121.000000000000000
data,bit,121.000000000000000
run,use,120.000000000000000
think,wrong,120.000000000000000
know,tell,120.000000000000000
information,use,120.000000000000000
current,version,120.000000000000000
key,bit,120.000000000000000
son,god,120.000000000000000
try,use,120.000000000000000
like,lot,120.000000000000000
new,know,119.000000000000000
different,people,119.000000000000000
thanks,help,119.000000000000000
people,live,119.000000000000000
god,time,119.000000000000000
come,people,119.000000000000000
good,work,119.000000000000000
mail,help,119.000000000000000
information,data,119.000000000000000
think,things,118.000000000000000
phone,number,118.000000000000000
games,game,118.000000000000000
right,left,118.000000000000000
university,history,118.000000000000000
lost,won,118.000000000000000
world,people,117.000000000000000
people,come,117.000000000000000
think,lot,117.000000000000000
god,son,117.000000000000000
like,real,117.000000000000000
good,better,117.000000000000000
number,april,117.000000000000000
know,new,116.000000000000000
like,thing,116.000000000000000
work,think,116.000000000000000
game,games,116.000000000000000
use,number,115.000000000000000
year,years,115.000000000000000
time,said,115.000000000000000
right,way,115.000000000000000
people,new,115.000000000000000
good,want,115.000000000000000
think,work,115.000000000000000
use,line,115.000000000000000
christian,god,115.000000000000000
van,win,115.000000000000000
need,thanks,115.000000000000000
medical,number,115.000000000000000
self,defense,114.000000000000000
like,help,114.000000000000000
sure,people,114.000000000000000
work,people,114.000000000000000
group,people,114.000000000000000
know,question,114.000000000000000
medical,april,114.000000000000000
good,year,113.000000000000000
use,instead,113.000000000000000
like,got,112.000000000000000
version,use,112.000000000000000
information,thanks,112.000000000000000
point,view,112.000000000000000
people,thing,112.000000000000000
key,number,112.000000000000000
latest,version,111.000000000000000
come,god,111.000000000000000
real,world,111.000000000000000
new,work,111.000000000000000
use,image,111.000000000000000
true,god,111.000000000000000
read,write,111.000000000000000
cross,linked,111.000000000000000
best,way,110.000000000000000
need,people,110.000000000000000
need,work,110.000000000000000
like,read,110.000000000000000
want,good,110.000000000000000
people,read,110.000000000000000
like,point,110.000000000000000
let,people,109.000000000000000
going,time,109.000000000000000
better,like,109.000000000000000
think,new,109.000000000000000
know,true,109.000000000000000
number,use,109.000000000000000
know,thing,109.000000000000000
use,information,109.000000000000000
like,program,108.000000000000000
little,like,108.000000000000000
little,bit,108.000000000000000
feel,free,108.000000000000000
new,people,108.000000000000000
set,like,108.000000000000000
people,better,108.000000000000000
son,father,108.000000000000000
know,read,108.000000000000000
help,mail,108.000000000000000
image,use,108.000000000000000
said,time,107.000000000000000
christians,god,107.000000000000000
new,think,107.000000000000000
think,point,107.000000000000000
like,look,107.000000000000000
sure,think,107.000000000000000
think,president,107.000000000000000
come,know,106.000000000000000
time,things,106.000000000000000
thing,know,106.000000000000000
tell,know,106.000000000000000
people,killed,106.000000000000000
year,time,106.000000000000000
god,word,106.000000000000000
people,real,106.000000000000000
time,going,106.000000000000000
want,need,106.000000000000000
mail,news,106.000000000000000
key,message,106.000000000000000
new,information,106.000000000000000
things,think,105.000000000000000
feel,like,105.000000000000000
way,work,105.000000000000000
like,run,105.000000000000000
said,god,105.000000000000000
like,bit,105.000000000000000
linked,cross,105.000000000000000
new,old,104.000000000000000
want,time,104.000000000000000
low,high,104.000000000000000
university,press,104.000000000000000
bit,time,104.000000000000000
way,right,104.000000000000000
thing,like,104.000000000000000
right,use,104.000000000000000
like,come,103.000000000000000
like,able,103.000000000000000
run,like,103.000000000000000
need,new,103.000000000000000
space,nasa,103.000000000000000
time,need,103.000000000000000
time,years,103.000000000000000
use,run,103.000000000000000
god,come,103.000000000000000
stuff,like,103.000000000000000
bit,fast,102.000000000000000
got,good,102.000000000000000
right,time,102.000000000000000
asked,questions,102.000000000000000
number,key,102.000000000000000
said,going,102.000000000000000
use,right,102.000000000000000
program,run,101.000000000000000
people,long,101.000000000000000
people,years,101.000000000000000
black,white,101.000000000000000
public,health,101.000000000000000
right,wrong,101.000000000000000
catholic,church,101.000000000000000
able,use,101.000000000000000
like,information,101.000000000000000
news,mail,101.000000000000000
years,year,100.000000000000000
probably,people,100.000000000000000
muslim,people,100.000000000000000
think,case,100.000000000000000
got,like,100.000000000000000
months,ago,100.000000000000000
use,different,100.000000000000000
version,program,100.000000000000000
asked,said,100.000000000000000
come,like,100.000000000000000
york,new,100.000000000000000
internet,mail,100.000000000000000
use,read,99.000000000000000
god,things,99.000000000000000
people,let,99.000000000000000
key,use,99.000000000000000
address,mail,99.000000000000000
use,high,99.000000000000000
new,version,99.000000000000000
think,look,99.000000000000000
read,time,99.000000000000000
read,book,99.000000000000000
like,let,98.000000000000000
genocide,people,98.000000000000000
think,fact,98.000000000000000
like,different,98.000000000000000
state,university,98.000000000000000
think,question,98.000000000000000
actually,like,98.000000000000000
time,year,98.000000000000000
use,better,98.000000000000000
look,good,98.000000000000000
good,reason,98.000000000000000
better,use,98.000000000000000
people,person,98.000000000000000
use,try,98.000000000000000
think,got,97.000000000000000
people,look,97.000000000000000
run,program,97.000000000000000
run,time,97.000000000000000
things,good,97.000000000000000
second,time,97.000000000000000
point,think,97.000000000000000
true,false,97.000000000000000
looking,like,97.000000000000000
security,key,97.000000000000000
car,like,97.000000000000000
point,like,97.000000000000000
mail,post,97.000000000000000
question,people,97.000000000000000
question,think,97.000000000000000
privacy,internet,97.000000000000000
know,number,96.000000000000000
program,image,96.000000000000000
possible,use,96.000000000000000
people,religion,96.000000000000000
think,come,96.000000000000000
image,analysis,96.000000000000000
read,know,96.000000000000000
probably,like,96.000000000000000
use,access,96.000000000000000
program,version,96.000000000000000
person,people,96.000000000000000
work,time,96.000000000000000
weeks,ago,96.000000000000000
data,information,96.000000000000000
better,people,95.000000000000000
power,use,95.000000000000000
think,year,95.000000000000000
like,year,95.000000000000000
people,sure,95.000000000000000
know,program,95.000000000000000
know,let,95.000000000000000
time,data,95.000000000000000
new,good,95.000000000000000
good,new,95.000000000000000
law,people,95.000000000000000
years,like,95.000000000000000
time,come,95.000000000000000
let,like,95.000000000000000
federal,government,95.000000000000000
information,know,95.000000000000000
great,people,94.000000000000000
like,email,94.000000000000000
tell,people,94.000000000000000
god,says,94.000000000000000
right,thing,94.000000000000000
like,idea,94.000000000000000
try,like,94.000000000000000
use,color,94.000000000000000
time,god,94.000000000000000
good,things,94.000000000000000
history,professor,94.000000000000000
president,think,94.000000000000000
question,like,93.000000000000000
people,try,93.000000000000000
good,need,93.000000000000000
lot,time,93.000000000000000
people,true,93.000000000000000
people,different,93.000000000000000
god,true,93.000000000000000
lot,like,93.000000000000000
red,green,93.000000000000000
power,like,93.000000000000000
think,thing,92.000000000000000
think,best,92.000000000000000
high,low,92.000000000000000
year,like,92.000000000000000
people,children,92.000000000000000
bad,good,92.000000000000000
sure,good,92.000000000000000
game,team,92.000000000000000
like,number,92.000000000000000
know,wrong,92.000000000000000
time,read,92.000000000000000
president,said,92.000000000000000
way,new,91.000000000000000
said,right,91.000000000000000
people,life,91.000000000000000
need,time,91.000000000000000
god,church,91.000000000000000
use,word,91.000000000000000
space,center,91.000000000000000
true,people,91.000000000000000
open,program,91.000000000000000
people,feel,91.000000000000000
mail,order,91.000000000000000
center,research,91.000000000000000
need,think,91.000000000000000
things,god,91.000000000000000
like,long,91.000000000000000
line,use,90.000000000000000
use,sure,90.000000000000000
state,people,90.000000000000000
american,people,90.000000000000000
god,world,90.000000000000000
got,know,90.000000000000000
thing,think,90.000000000000000
running,run,90.000000000000000
answer,questions,90.000000000000000
people,mean,90.000000000000000
time,got,90.000000000000000
read,like,90.000000000000000
know,come,90.000000000000000
kind,like,90.000000000000000
people,group,90.000000000000000
use,version,90.000000000000000
world,god,90.000000000000000
great,like,90.000000000000000
young,people,90.000000000000000
little,know,89.000000000000000
post,thanks,89.000000000000000
want,way,89.000000000000000
far,people,89.000000000000000
need,good,89.000000000000000
program,called,89.000000000000000
rights,people,89.000000000000000
information,new,89.000000000000000
know,got,89.000000000000000
people,got,89.000000000000000
israeli,israel,89.000000000000000
hard,time,89.000000000000000
work,way,89.000000000000000
data,time,89.000000000000000
win,van,89.000000000000000
time,long,89.000000000000000
work,good,89.000000000000000
play,power,89.000000000000000
non,use,89.000000000000000
says,know,89.000000000000000
sure,use,89.000000000000000
time,right,89.000000000000000
image,version,89.000000000000000
children,god,89.000000000000000
looking,know,88.000000000000000
note,use,88.000000000000000
new,car,88.000000000000000
like,little,88.000000000000000
use,driver,88.000000000000000
people,tell,88.000000000000000
come,think,88.000000000000000
help,like,88.000000000000000
believe,right,88.000000000000000
high,school,88.000000000000000
following,use,88.000000000000000
israel,israeli,88.000000000000000
know,probably,88.000000000000000
point,way,88.000000000000000
space,time,88.000000000000000
time,program,88.000000000000000
people,bad,88.000000000000000
need,want,88.000000000000000
trying,use,88.000000000000000
know,bit,87.000000000000000
know,point,87.000000000000000
think,sure,87.000000000000000
million,people,87.000000000000000
know,best,87.000000000000000
like,question,87.000000000000000
program,time,87.000000000000000
way,good,87.000000000000000
mean,think,87.000000000000000
like,car,87.000000000000000
like,actually,87.000000000000000
like,power,87.000000000000000
said,want,87.000000000000000
said,believe,87.000000000000000
mean,like,87.000000000000000
read,think,87.000000000000000
way,going,87.000000000000000
better,way,87.000000000000000
question,god,87.000000000000000
force,signed,87.000000000000000
know,little,86.000000000000000
know,possible,86.000000000000000
need,run,86.000000000000000
program,work,86.000000000000000
help,know,86.000000000000000
large,number,86.000000000000000
different,like,86.000000000000000
point,know,86.000000000000000
better,know,86.000000000000000
know,long,86.000000000000000
know,advance,86.000000000000000
real,like,86.000000000000000
help,use,86.000000000000000
civil,rights,86.000000000000000
great,deal,86.000000000000000
program,source,86.000000000000000
mail,information,86.000000000000000
key,data,86.000000000000000
good,right,86.000000000000000
law,god,86.000000000000000
year,think,85.000000000000000
think,government,85.000000000000000
time,probably,85.000000000000000
god,christians,85.000000000000000
data,space,85.000000000000000
people,fact,85.000000000000000
secret,key,85.000000000000000
little,good,85.000000000000000
heard,know,85.000000000000000
think,read,85.000000000000000
better,think,85.000000000000000
people,year,85.000000000000000
bad,people,85.000000000000000
case,use,85.000000000000000
bit,know,84.000000000000000
use,point,84.000000000000000
like,data,84.000000000000000
people,law,84.000000000000000
case,think,84.000000000000000
god,question,84.000000000000000
time,point,84.000000000000000
people,lot,84.000000000000000
use,long,84.000000000000000
work,need,84.000000000000000
use,uses,84.000000000000000
want,right,84.000000000000000
right,good,84.000000000000000
little,people,84.000000000000000
like,hear,84.000000000000000
tell,like,84.000000000000000
think,let,84.000000000000000
world,like,84.000000000000000
ask,question,84.000000000000000
use,non,84.000000000000000
case,like,83.000000000000000
children,people,83.000000000000000
way,things,83.000000000000000
long,people,83.000000000000000
thing,time,83.000000000000000
said,good,83.000000000000000
press,release,83.000000000000000
time,second,83.000000000000000
help,people,83.000000000000000
little,time,83.000000000000000
university,california,83.000000000000000
think,mean,83.000000000000000
know,kind,83.000000000000000
people,day,82.000000000000000
think,bit,82.000000000000000
way,believe,82.000000000000000
years,new,82.000000000000000
seen,like,82.000000000000000
things,time,82.000000000000000
number,like,82.000000000000000
genocide,million,82.000000000000000
having,like,82.000000000000000
people,actually,82.000000000000000
university,new,82.000000000000000
good,look,82.000000000000000
way,want,82.000000000000000
know,lot,82.000000000000000
like,case,82.000000000000000
tell,think,82.000000000000000
list,address,82.000000000000000
use,case,82.000000000000000
new,need,82.000000000000000
bit,block,82.000000000000000
version,image,82.000000000000000
program,return,82.000000000000000
look,people,81.000000000000000
like,possible,81.000000000000000
god,earth,81.000000000000000
like,having,81.000000000000000
need,information,81.000000000000000
mean,people,81.000000000000000
like,set,81.000000000000000
time,sure,81.000000000000000
want,try,81.000000000000000
know,case,81.000000000000000
father,god,81.000000000000000
think,kind,81.000000000000000
christians,christian,81.000000000000000
try,people,81.000000000000000
like,key,81.000000000000000
know,heard,80.000000000000000
like,feel,80.000000000000000
second,power,80.000000000000000
probably,think,80.000000000000000
need,program,80.000000000000000
different,know,80.000000000000000
people,question,80.000000000000000
general,use,80.000000000000000
like,far,80.000000000000000
point,good,80.000000000000000
research,center,80.000000000000000
different,use,80.000000000000000
believe,way,80.000000000000000
point,time,80.000000000000000
god,person,80.000000000000000
reason,believe,80.000000000000000
price,new,80.000000000000000
going,way,80.000000000000000
know,mean,80.000000000000000
like,getting,80.000000000000000
people,saying,80.000000000000000
government,use,80.000000000000000
people,help,80.000000000000000
message,key,80.000000000000000
think,little,79.000000000000000
probably,know,79.000000000000000
think,probably,79.000000000000000
probably,good,79.000000000000000
program,know,79.000000000000000
people,information,79.000000000000000
couple,ago,79.000000000000000
time,try,79.000000000000000
team,win,79.000000000000000
able,know,79.000000000000000
ohio,state,79.000000000000000
data,bus,79.000000000000000
run,need,79.000000000000000
right,rights,79.000000000000000
lot,think,79.000000000000000
know,able,79.000000000000000
new,price,79.000000000000000
read,people,79.000000000000000
information,like,79.000000000000000
like,best,79.000000000000000
people,state,79.000000000000000
long,like,79.000000000000000
black,panther,79.000000000000000
heard,like,78.000000000000000
fast,bit,78.000000000000000
uses,use,78.000000000000000
new,times,78.000000000000000
got,time,78.000000000000000
large,people,78.000000000000000
play,game,78.000000000000000
kill,people,78.000000000000000
use,hard,78.000000000000000
high,use,78.000000000000000
like,tell,78.000000000000000
god,truth,78.000000000000000
time,ago,78.000000000000000
state,right,78.000000000000000
support,use,78.000000000000000
came,said,78.000000000000000
national,space,78.000000000000000
country,people,78.000000000000000
time,day,78.000000000000000
private,key,78.000000000000000
mail,body,78.000000000000000
actually,people,78.000000000000000
based,program,78.000000000000000
use,power,77.000000000000000
new,year,77.000000000000000
think,try,77.000000000000000
high,like,77.000000000000000
people,able,77.000000000000000
kind,people,77.000000000000000
group,like,77.000000000000000
going,work,77.000000000000000
good,let,77.000000000000000
know,answer,77.000000000000000
seen,people,77.000000000000000
use,public,77.000000000000000
like,post,77.000000000000000
like,support,77.000000000000000
believe,good,77.000000000000000
good,believe,77.000000000000000
year,people,77.000000000000000
fact,god,77.000000000000000
look,know,77.000000000000000
people,great,77.000000000000000
people,second,77.000000000000000
government,like,77.000000000000000
president,clinton,77.000000000000000
